410	1
1032	1
505	1
642	1
355	1
999	1
157	1
694	1
241	1
618	1
236	1
808	1
665	1
980	1
772	1
1043	1
1020	1
243	1
2	1
681	1
312	1
900	1
982	0
898	1
335	0
1024	0
474	1
544	1
323	1
877	1
184	1
906	1
44	0
971	0
89	1
144	1
149	0
649	1
568	0
978	1
442	1
865	1
296	1
454	1
543	1
151	1
663	1
904	1
861	1
145	1
569	1
441	1
1051	1
1048	1
85	1
86	1
697	1
183	1
976	1
688	1
1045	1
781	1
855	1
469	1
362	0
466	1
56	1
495	1
1013	0
916	0
990	1
728	1
706	1
997	0
838	1
874	0
124	1
476	0
140	1
14	1
52	1
594	1
93	1
606	1
932	1
116	1
804	1
890	1
485	1
353	1
732	0
334	1
6	1
319	0
163	1
203	1
911	1
499	1
498	1
368	1
481	1
101	0
862	1
430	1
103	1
141	1
496	1
135	1
1052	1
809	1
31	1
952	1
229	1
608	1
120	1
473	1
574	0
575	1
404	1
849	1
816	1
973	1
29	1
364	1
637	1
33	1
482	0
250	1
585	1
941	1
803	1
457	1
59	0
64	1
935	1
550	1
631	1
420	1
985	1
350	1
47	1
765	1
647	1
310	0
854	1
943	0
872	1
429	1
19	1
747	1
714	1
675	1
226	0
884	1
864	1
739	1
537	0
624	1
398	1
684	1
645	0
853	1
66	1
504	1
295	0
530	0
595	1
929	1
212	1
790	1
825	1
266	1
90	0
175	0
62	1
463	1
198	0
373	1
620	0
301	1
994	0
462	1
634	1
155	1
100	1
313	1
955	0
1047	0
279	1
989	0
824	1
134	1
819	1
745	1
957	1
509	1
829	0
979	0
268	0
947	1
95	1
106	1
965	1
818	1
597	1
143	1
954	0
455	0
391	1
459	1
786	0
471	1
281	1
940	1
844	1
830	0
288	1
87	1
395	1
799	0
341	1
316	1
646	1
520	0
613	0
841	1
113	1
717	1
656	1
704	1
345	1
514	1
91	1
181	0
913	1
698	1
923	1
347	1
460	1
863	1
840	1
783	1
252	1
777	1
894	1
654	1
1	1
